transaction_id,customer_id,agent_id,type_id,amount,transaction_date,transaction_time,status,channel,fee
T009084,C0715,AG004,TT02,2310.0,2025-11-03,15:37:00,Success,USSD,0.0
T009085,C0537,AG052,TT05,270.0,2025-05-11,10:29:00,Success,Agent,0.0
T009086,C0459,AG083,TT03,1600.0,2025-09-27,13:41:00,Success,App,16.0
T009087,C0339,AG065,TT05,360.0,2025-07-24,03:34:00,Success,App,1.8
T009088,C0705,AG100,TT01,4060.0,2025-08-07,13:20:00,Success,Agent,60.9
T009089,C0074,AG015,TT02,1180.0,2025-09-14,11:53:00,Success,USSD,11.8
T009090,C0390,AG042,TT02,1940.0,2025-07-04,13:51:00,Success,USSD,0.0
T009091,C0287,AG065,TT03,8130.0,2025-05-25,12:16:00,Success,USSD,81.3
T009092,C0016,AG056,TT04,9580.0,2025-06-27,08:51:00,Success,Agent,0.0
T009093,C0102,AG086,TT04,3470.0,2025-01-14,05:23:00,Success,USSD,17.35
T009094,C0325,AG077,TT03,540.0,2025-09-03,07:26:00,Success,App,2.7
T009095,C0557,AG076,TT03,1200.0,2025-07-06,19:29:00,Failed,Agent,12.0
T009096,C0011,AG082,TT05,900.0,2025-12-03,05:56:00,Success,USSD,9.0
T009097,C0005,AG002,TT02,2420.0,2025-09-16,09:12:00,Success,App,12.1
T009098,C0140,AG045,TT04,2460.0,2025-12-20,05:02:00,Success,App,0.0
T009099,C0206,AG063,TT05,1010.0,2025-02-09,04:27:00,Success,Agent,5.05
T009100,C0394,AG047,TT02,2330.0,2025-03-30,03:52:00,Success,Agent,0.0
T009101,C0003,AG071,TT03,1720.0,2025-05-05,10:21:00,Success,App,8.6
T009102,C0340,AG083,TT02,2040.0,2025-12-17,15:17:00,Success,Agent,0.0
T009103,C0142,AG034,TT01,3380.0,2025-01-09,10:33:00,Success,App,33.8
T009104,C0858,AG001,TT03,2150.0,2025-12-16,20:09:00,Success,USSD,0.0
T009105,C0819,AG059,TT01,650.0,2025-03-25,07:37:00,Success,USSD,0.0
T009106,C0793,AG098,TT02,1150.0,2025-01-21,20:20:00,Success,Agent,11.5
T009107,C0766,AG082,TT05,530.0,2025-10-08,01:57:00,Success,Agent,2.65
T009108,C0275,AG047,TT01,1690.0,2025-12-24,11:32:00,Success,App,0.0
T009109,C0367,AG005,TT01,1440.0,2025-06-21,11:23:00,Success,App,7.2
T009110,C0336,AG078,TT03,1460.0,2025-01-25,02:12:00,Success,USSD,14.6
T009111,C0700,AG029,TT02,1820.0,2025-04-13,13:38:00,Success,USSD,9.1
T009112,C0437,AG053,TT02,2640.0,2025-07-09,18:48:00,Success,Agent,0.0
T009113,C0694,AG088,TT02,970.0,2025-08-24,00:42:00,Success,App,4.85
T009114,C0760,AG011,TT01,4510.0,2025-11-09,04:22:00,Success,Agent,22.55
T009115,C0106,AG091,TT01,1520.0,2025-02-06,19:30:00,Success,Agent,7.6
T009116,C0582,AG022,TT05,850.0,2025-09-29,14:39:00,Success,App,4.25
T009117,C0582,AG045,TT01,1820.0,2025-10-20,16:09:00,Success,App,0.0
T009118,C0758,AG075,TT02,3270.0,2025-11-28,19:59:00,Success,Agent,32.7
T009119,C0929,AG062,TT05,840.0,2025-06-01,03:00:00,Success,App,4.2
T009120,C0202,AG021,TT04,7940.0,2025-10-09,11:01:00,Success,App,39.7
T009121,C0795,AG054,TT01,17630.0,2025-01-20,02:01:00,Success,Agent,0.0
T009122,C0854,AG036,TT03,11160.0,2025-05-17,22:50:00,Success,Agent,55.8
T009123,C0145,AG068,TT03,1840.0,2025-12-25,22:24:00,Success,App,9.2
T009124,C0477,AG017,TT03,2300.0,2025-01-29,16:29:00,Success,App,11.5
T009125,C0322,AG002,TT04,3820.0,2025-01-31,22:15:00,Pending,USSD,19.1
T009126,C0152,AG020,TT02,1450.0,2025-01-19,16:19:00,Success,Agent,14.5
T009127,C0920,AG055,TT01,310.0,2025-05-28,08:16:00,Success,App,3.1
T009128,C0290,AG011,TT02,1460.0,2025-10-10,05:05:00,Success,Agent,0.0
T009129,C0156,AG098,TT03,3220.0,2025-12-16,22:55:00,Success,App,16.1
T009130,C0399,AG066,TT03,950.0,2025-12-07,11:27:00,Success,Agent,14.25
T009131,C0371,AG045,TT01,1720.0,2025-10-27,09:05:00,Success,Agent,0.0
T009132,C0310,AG052,TT01,1870.0,2025-06-12,18:00:00,Success,Agent,0.0
T009133,C0084,AG025,TT05,350.0,2025-04-23,06:44:00,Success,App,1.75
T009134,C0345,AG013,TT01,4710.0,2025-05-30,12:23:00,Success,Agent,70.65
T009135,C0839,AG017,TT02,2490.0,2025-11-26,10:41:00,Success,Agent,12.45
T009136,C0090,AG032,TT04,2140.0,2025-09-12,17:13:00,Success,App,10.7
T009137,C0829,AG056,TT02,3260.0,2025-03-28,10:55:00,Pending,App,0.0
T009138,C0903,AG047,TT01,2070.0,2025-12-16,04:26:00,Success,Agent,0.0
T009139,C0688,AG014,TT02,1370.0,2025-04-08,18:45:00,Success,App,20.55
T009140,C0893,AG059,TT03,1940.0,2025-05-12,01:12:00,Success,Agent,0.0
T009141,C0758,AG021,TT02,3530.0,2025-11-08,01:38:00,Success,App,35.3
T009142,C0510,AG033,TT05,680.0,2025-04-07,17:13:00,Success,USSD,3.4
T009143,C0292,AG059,TT02,2110.0,2025-04-08,02:23:00,Failed,App,0.0
T009144,C0680,AG016,TT03,750.0,2025-10-17,05:08:00,Success,App,3.75
T009145,C0252,AG086,TT01,940.0,2025-12-22,21:21:00,Success,Agent,0.0
T009146,C0246,AG011,TT02,500.0,2025-08-15,22:04:00,Success,App,2.5
T009147,C0170,AG093,TT03,1850.0,2025-05-25,17:34:00,Success,USSD,9.25
T009148,C0821,AG090,TT01,3590.0,2025-06-05,16:27:00,Success,App,35.9
T009149,C0365,AG021,TT03,5220.0,2025-09-27,01:36:00,Success,USSD,0.0
T009150,C0278,AG019,TT01,6210.0,2025-06-11,09:53:00,Success,App,93.15
T009151,C0716,AG039,TT01,1040.0,2025-04-22,11:29:00,Success,USSD,0.0
T009152,C0989,AG015,TT03,2200.0,2025-11-27,08:08:00,Success,USSD,0.0
T009153,C0214,AG052,TT03,1300.0,2025-07-04,17:48:00,Success,App,6.5
T009154,C0178,AG031,TT01,6730.0,2025-07-24,22:46:00,Success,Agent,0.0
T009155,C0291,AG042,TT05,180.0,2025-04-07,15:25:00,Success,USSD,0.0
T009156,C0666,AG062,TT01,5110.0,2025-02-24,12:20:00,Success,App,25.55
T009157,C0137,AG059,TT01,1640.0,2025-04-27,00:03:00,Success,USSD,0.0
T009158,C0840,AG049,TT01,12260.0,2025-04-03,05:16:00,Success,Agent,61.3
T009159,C0232,AG031,TT01,360.0,2025-10-20,13:33:00,Success,Agent,5.4
T009160,C0833,AG050,TT01,1580.0,2025-07-23,08:28:00,Success,App,7.9
T009161,C0476,AG027,TT04,370.0,2025-10-09,05:18:00,Success,App,0.0
T009162,C0889,AG007,TT02,410.0,2025-07-08,21:44:00,Success,App,2.05
T009163,C0340,AG073,TT02,570.0,2025-11-19,02:33:00,Success,Agent,0.0
T009164,C0558,AG078,TT05,870.0,2025-03-25,07:08:00,Success,USSD,4.35
T009165,C0795,AG094,TT02,520.0,2025-06-29,00:10:00,Success,Agent,7.8
T009166,C0591,AG063,TT01,3590.0,2025-10-01,05:13:00,Success,App,0.0
T009167,C0386,AG001,TT02,1780.0,2025-06-30,23:56:00,Success,App,0.0
T009168,C0695,AG017,TT02,440.0,2025-06-30,13:27:00,Success,App,2.2
T009169,C0694,AG065,TT02,5660.0,2025-10-10,12:41:00,Success,App,56.6
T009170,C0654,AG061,TT02,8660.0,2025-10-14,03:36:00,Success,App,0.0
T009171,C0045,AG018,TT03,2290.0,2025-04-16,10:59:00,Success,App,22.9
T009172,C0041,AG045,TT03,2530.0,2025-05-09,03:59:00,Success,USSD,12.65
T009173,C0715,AG088,TT04,810.0,2025-09-19,10:58:00,Success,App,4.05
T009174,C0002,AG045,TT03,370.0,2025-01-11,02:18:00,Success,Agent,3.7
T009175,C0902,AG082,TT01,6130.0,2025-06-11,16:39:00,Success,App,91.95
T009176,C0731,AG020,TT01,2480.0,2025-06-30,16:43:00,Success,Agent,0.0
T009177,C0008,AG058,TT03,1630.0,2025-08-01,17:48:00,Success,Agent,8.15
T009178,C0774,AG092,TT01,7360.0,2025-10-01,16:09:00,Success,App,0.0
T009179,C0744,AG050,TT01,1360.0,2025-01-21,00:35:00,Pending,USSD,6.8
T009180,C0494,AG038,TT03,1600.0,2025-10-02,21:15:00,Success,App,0.0
T009181,C0210,AG013,TT02,1370.0,2025-09-17,04:14:00,Success,Agent,13.7
T009182,C0313,AG040,TT04,730.0,2025-11-29,04:17:00,Success,App,3.65
T009183,C0796,AG050,TT02,1860.0,2025-04-26,10:05:00,Success,USSD,0.0
T009184,C0214,AG065,TT05,1520.0,2025-01-25,10:46:00,Success,USSD,7.6
T009185,C0711,AG076,TT04,1660.0,2025-11-29,00:41:00,Success,App,16.6
T009186,C0498,AG033,TT01,1960.0,2025-09-11,02:44:00,Success,App,19.6
T009187,C0208,AG064,TT03,740.0,2025-07-30,22:47:00,Success,USSD,7.4
T009188,C0682,AG044,TT03,2300.0,2025-11-01,12:42:00,Success,App,11.5
T009189,C0808,AG037,TT03,530.0,2025-11-17,21:23:00,Success,App,2.65
T009190,C0171,AG012,TT02,690.0,2025-12-05,05:22:00,Success,Agent,3.45
T009191,C0777,AG085,TT02,1010.0,2025-09-14,07:28:00,Success,App,5.05
T009192,C0291,AG066,TT02,2100.0,2025-06-17,04:46:00,Success,App,10.5
T009193,C0511,AG006,TT02,2170.0,2025-12-03,09:46:00,Success,Agent,21.7
T009194,C0516,AG064,TT05,1290.0,2025-01-21,17:22:00,Success,Agent,0.0
T009195,C0815,AG002,TT02,910.0,2025-03-27,03:30:00,Success,App,4.55
T009196,C0333,AG087,TT01,860.0,2025-01-15,18:26:00,Success,App,4.3
T009197,C0971,AG099,TT01,1290.0,2025-02-19,17:34:00,Success,App,6.45
T009198,C0678,AG050,TT04,8890.0,2025-10-31,23:57:00,Success,USSD,44.45
T009199,C0302,AG064,TT03,1900.0,2025-11-01,19:26:00,Pending,Agent,9.5
T009200,C0527,AG017,TT04,1660.0,2025-07-15,20:33:00,Success,Agent,16.6
T009201,C0365,AG069,TT04,6480.0,2025-12-30,08:24:00,Success,App,32.4
T009202,C0547,AG010,TT04,6740.0,2025-10-28,05:04:00,Success,USSD,67.4
T009203,C0346,AG075,TT03,1610.0,2025-10-15,16:20:00,Success,Agent,0.0
T009204,C0444,AG040,TT01,1270.0,2025-09-02,04:10:00,Success,App,6.35
T009205,C0055,AG031,TT01,4910.0,2025-12-19,06:55:00,Success,Agent,24.55
T009206,C0624,AG067,TT03,4600.0,2025-07-20,06:18:00,Success,Agent,46.0
T009207,C0040,AG087,TT02,1550.0,2025-07-12,17:40:00,Success,Agent,7.75
T009208,C0325,AG031,TT03,1790.0,2025-12-02,15:15:00,Success,Agent,17.9
T009209,C0901,AG049,TT02,6180.0,2025-05-26,08:05:00,Success,App,0.0
T009210,C0531,AG097,TT03,4200.0,2025-11-06,16:40:00,Success,Agent,21.0
T009211,C0116,AG023,TT01,4800.0,2025-05-07,16:46:00,Success,App,0.0
T009212,C0611,AG024,TT01,14240.0,2025-06-24,14:55:00,Success,Agent,0.0
T009213,C0829,AG064,TT03,2790.0,2025-05-14,02:37:00,Success,App,27.9
T009214,C0396,AG054,TT01,2340.0,2025-03-07,14:25:00,Success,App,0.0
T009215,C0435,AG081,TT03,5330.0,2025-12-31,09:37:00,Success,App,0.0
T009216,C0034,AG072,TT03,8830.0,2025-10-06,00:27:00,Success,App,132.45
T009217,C0294,AG098,TT05,120.0,2025-09-03,05:21:00,Success,App,0.0
T009218,C0216,AG061,TT04,1360.0,2025-12-29,05:06:00,Pending,App,0.0
T009219,C0556,AG015,TT02,1100.0,2025-08-25,01:00:00,Success,App,0.0
T009220,C0207,AG080,TT03,1530.0,2025-06-20,15:40:00,Success,App,7.65
T009221,C0618,AG091,TT01,800.0,2025-02-20,02:52:00,Success,App,12.0
T009222,C0280,AG091,TT02,2370.0,2025-11-24,06:47:00,Success,USSD,0.0
T009223,C0992,AG017,TT03,3670.0,2025-12-25,23:12:00,Success,App,36.7
T009224,C0064,AG086,TT03,840.0,2025-06-02,06:16:00,Success,Agent,4.2
T009225,C0870,AG085,TT02,4460.0,2025-03-21,23:40:00,Success,Agent,22.3
T009226,C0428,AG005,TT01,1250.0,2025-05-25,03:20:00,Pending,Agent,12.5
T009227,C0270,AG038,TT04,3600.0,2025-10-01,13:00:00,Success,App,36.0
T009228,C0159,AG029,TT02,1170.0,2025-06-04,16:16:00,Success,Agent,11.7
T009229,C0998,AG070,TT04,7950.0,2025-12-03,05:19:00,Success,Agent,79.5
T009230,C0054,AG011,TT03,590.0,2025-12-29,03:29:00,Success,App,2.95
T009231,C0133,AG026,TT02,3260.0,2025-11-21,16:16:00,Success,Agent,32.6
T009232,C0100,AG079,TT01,1620.0,2025-12-02,08:26:00,Success,App,0.0
T009233,C0754,AG100,TT02,4690.0,2025-05-23,16:26:00,Success,App,23.45
T009234,C0286,AG057,TT05,680.0,2025-10-25,03:43:00,Success,USSD,3.4
T009235,C0187,AG072,TT04,5970.0,2025-02-03,22:40:00,Success,App,59.7
T009236,C0206,AG033,TT03,5160.0,2025-10-31,18:03:00,Success,App,0.0
T009237,C0639,AG100,TT02,8230.0,2025-08-27,18:40:00,Success,USSD,41.15
T009238,C0757,AG048,TT03,4120.0,2025-05-18,10:32:00,Success,USSD,0.0
T009239,C0546,AG088,TT02,4250.0,2025-09-11,10:00:00,Success,Agent,0.0
T009240,C0825,AG072,TT03,1480.0,2025-01-05,01:10:00,Success,USSD,0.0
T009241,C0244,AG032,TT02,1230.0,2025-06-25,23:07:00,Success,Agent,0.0
T009242,C0641,AG024,TT04,8930.0,2025-08-02,15:34:00,Success,App,0.0
T009243,C0362,AG083,TT03,450.0,2025-12-30,05:57:00,Success,Agent,0.0
T009244,C0577,AG035,TT02,3710.0,2025-01-23,07:59:00,Success,App,0.0
T009245,C0938,AG057,TT04,8550.0,2025-11-14,14:29:00,Success,USSD,128.25
T009246,C0933,AG023,TT02,1170.0,2025-01-13,07:36:00,Success,Agent,0.0
T009247,C0283,AG096,TT01,550.0,2025-08-29,10:51:00,Pending,Agent,0.0
T009248,C0440,AG047,TT01,3020.0,2025-10-03,00:39:00,Success,USSD,15.1
T009249,C0779,AG089,TT03,1320.0,2025-04-02,04:59:00,Success,App,6.6
T009250,C0999,AG017,TT04,7360.0,2025-04-18,07:23:00,Success,App,36.8
T009251,C0204,AG065,TT04,4760.0,2025-08-17,16:02:00,Success,App,0.0
T009252,C0647,AG041,TT03,2910.0,2025-06-01,20:30:00,Failed,Agent,14.55
T009253,C0277,AG055,TT01,2330.0,2025-04-18,21:40:00,Success,Agent,0.0
T009254,C0937,AG042,TT01,3500.0,2025-10-16,19:37:00,Success,USSD,17.5
T009255,C0613,AG039,TT02,5610.0,2025-06-25,22:03:00,Success,Agent,28.05
T009256,C0481,AG042,TT04,4380.0,2025-11-16,10:03:00,Success,App,0.0
T009257,C0565,AG017,TT05,580.0,2025-10-13,04:07:00,Success,App,0.0
T009258,C0670,AG044,TT02,1490.0,2025-12-30,17:35:00,Success,USSD,7.45
T009259,C0827,AG017,TT04,2580.0,2025-11-25,02:01:00,Success,App,0.0
T009260,C0159,AG028,TT03,820.0,2025-12-31,04:02:00,Success,App,4.1
T009261,C0782,AG025,TT01,390.0,2025-08-29,17:46:00,Success,App,0.0
T009262,C0735,AG018,TT03,1240.0,2025-05-25,08:30:00,Success,App,6.2
T009263,C0060,AG039,TT04,8350.0,2025-12-22,04:58:00,Success,Agent,41.75
T009264,C0563,AG095,TT02,2110.0,2025-01-14,17:09:00,Success,App,21.1
T009265,C0611,AG082,TT05,830.0,2025-10-02,00:47:00,Success,Agent,0.0
T009266,C0158,AG076,TT02,1880.0,2025-03-12,19:25:00,Success,USSD,28.2
T009267,C0197,AG039,TT01,470.0,2025-11-11,19:54:00,Pending,App,2.35
T009268,C0513,AG049,TT01,2040.0,2025-07-14,19:01:00,Success,App,10.2
T009269,C0381,AG079,TT04,9010.0,2025-12-19,13:13:00,Success,App,90.1
T009270,C0664,AG098,TT02,2490.0,2025-10-27,05:01:00,Success,App,0.0
T009271,C0921,AG037,TT04,8050.0,2025-01-11,15:58:00,Success,App,0.0
T009272,C0927,AG014,TT03,700.0,2025-04-16,20:17:00,Success,Agent,3.5
T009273,C0970,AG067,TT02,990.0,2025-09-15,06:26:00,Success,App,0.0
T009274,C0308,AG053,TT04,6230.0,2025-07-15,14:08:00,Success,App,0.0
T009275,C0401,AG008,TT02,2060.0,2025-05-25,04:59:00,Success,Agent,0.0
T009276,C0802,AG030,TT04,7740.0,2025-08-08,08:52:00,Success,USSD,116.1
T009277,C0220,AG067,TT01,2900.0,2025-12-16,15:31:00,Success,App,29.0
T009278,C0727,AG082,TT03,960.0,2025-06-23,05:58:00,Success,App,4.8
T009279,C0497,AG069,TT03,1350.0,2025-08-04,15:10:00,Success,Agent,13.5
T009280,C0851,AG001,TT05,870.0,2025-04-03,20:20:00,Success,Agent,4.35
T009281,C0284,AG080,TT01,1700.0,2025-09-17,00:32:00,Success,Agent,8.5
T009282,C0743,AG086,TT03,3300.0,2025-03-04,05:32:00,Success,App,0.0
T009283,C0148,AG036,TT02,2310.0,2025-01-29,04:43:00,Success,App,23.1
T009284,C0013,AG057,TT02,5050.0,2025-10-02,09:17:00,Success,Agent,25.25
T009285,C0110,AG046,TT01,4400.0,2025-12-13,15:23:00,Success,Agent,0.0
T009286,C0076,AG044,TT01,2250.0,2025-10-12,02:11:00,Success,App,22.5
T009287,C0941,AG076,TT04,4840.0,2025-03-11,03:14:00,Success,Agent,0.0
T009288,C0655,AG010,TT03,2900.0,2025-10-06,09:20:00,Success,Agent,29.0
T009289,C0186,AG099,TT02,1450.0,2025-08-19,20:47:00,Success,Agent,14.5
T009290,C0964,AG008,TT04,5680.0,2025-10-29,08:05:00,Success,Agent,56.8
T009291,C0673,AG056,TT01,1290.0,2025-09-12,08:37:00,Success,App,12.9
T009292,C0248,AG017,TT03,2540.0,2025-06-21,21:06:00,Success,USSD,25.4
T009293,C0292,AG056,TT04,3150.0,2025-06-29,10:57:00,Success,App,15.75
T009294,C0348,AG075,TT04,1950.0,2025-09-21,05:17:00,Success,App,9.75
T009295,C0697,AG089,TT02,840.0,2025-07-02,15:21:00,Success,App,0.0
T009296,C0748,AG053,TT03,1760.0,2025-11-18,07:31:00,Success,Agent,0.0
T009297,C0917,AG011,TT02,620.0,2025-07-24,22:36:00,Success,App,0.0
T009298,C0518,AG085,TT04,5960.0,2025-09-06,21:06:00,Success,USSD,29.8
T009299,C0694,AG026,TT03,1900.0,2025-08-01,01:50:00,Success,Agent,0.0
T009300,C0121,AG056,TT04,7010.0,2025-06-08,23:19:00,Success,App,35.05
T009301,C0643,AG096,TT01,3740.0,2025-04-10,14:12:00,Success,USSD,0.0
T009302,C0924,AG081,TT03,2840.0,2025-11-13,09:35:00,Success,App,0.0
T009303,C0678,AG096,TT03,910.0,2025-04-22,04:28:00,Success,Agent,0.0
T009304,C0176,AG074,TT03,700.0,2025-11-04,15:42:00,Success,Agent,3.5
T009305,C0908,AG083,TT03,2950.0,2025-06-15,05:43:00,Success,App,14.75
T009306,C0735,AG006,TT05,1360.0,2025-02-05,02:20:00,Success,App,6.8
T009307,C0877,AG073,TT04,2350.0,2025-04-22,16:01:00,Success,App,0.0
T009308,C0553,AG013,TT01,7050.0,2025-03-28,12:43:00,Success,Agent,35.25
T009309,C0312,AG079,TT04,7030.0,2025-07-02,15:28:00,Success,App,70.3
T009310,C0407,AG092,TT01,3840.0,2025-03-26,05:18:00,Success,Agent,19.2
T009311,C0836,AG065,TT03,2150.0,2025-09-26,15:33:00,Success,App,0.0
T009312,C0677,AG073,TT05,90.0,2025-06-14,12:07:00,Success,Agent,0.45
T009313,C0695,AG062,TT01,2090.0,2025-10-30,15:58:00,Success,App,20.9
T009314,C0827,AG052,TT04,3820.0,2025-03-31,03:31:00,Success,Agent,19.1
T009315,C0278,AG050,TT04,690.0,2025-08-26,04:12:00,Success,App,0.0
T009316,C0427,AG079,TT03,1150.0,2025-01-22,03:17:00,Success,App,5.75
T009317,C0773,AG026,TT02,630.0,2025-06-16,20:03:00,Failed,App,0.0
T009318,C0953,AG025,TT02,1850.0,2025-08-03,00:17:00,Success,USSD,9.25
T009319,C0204,AG074,TT05,1320.0,2025-02-27,14:55:00,Success,Agent,0.0
T009320,C0357,AG032,TT01,4370.0,2025-01-30,13:46:00,Success,App,0.0
T009321,C0125,AG037,TT03,4860.0,2025-04-16,19:13:00,Success,App,0.0
T009322,C0445,AG098,TT01,480.0,2025-11-26,03:46:00,Success,App,0.0
T009323,C0950,AG047,TT01,1130.0,2025-06-16,09:47:00,Success,Agent,5.65
T009324,C0826,AG045,TT04,9340.0,2025-12-16,05:07:00,Success,App,0.0
T009325,C0206,AG061,TT02,3750.0,2025-06-03,18:18:00,Success,App,0.0
T009326,C0123,AG071,TT05,470.0,2025-11-23,18:53:00,Success,USSD,4.7
T009327,C0094,AG093,TT03,2330.0,2025-01-07,04:23:00,Success,App,0.0
T009328,C0279,AG055,TT03,1840.0,2025-07-16,02:48:00,Success,USSD,9.2
T009329,C0767,AG033,TT01,4200.0,2025-11-17,13:55:00,Success,App,21.0
T009330,C0290,AG037,TT05,1380.0,2025-02-15,15:15:00,Success,App,0.0
T009331,C0677,AG087,TT01,9820.0,2025-01-18,22:36:00,Success,App,49.1
T009332,C0598,AG094,TT03,1520.0,2025-06-02,02:53:00,Success,USSD,0.0
T009333,C0639,AG063,TT02,1660.0,2025-09-21,12:00:00,Success,Agent,0.0
T009334,C0047,AG087,TT02,1020.0,2025-03-15,03:44:00,Success,App,5.1
T009335,C0515,AG020,TT03,1160.0,2025-05-25,13:14:00,Success,App,11.6
T009336,C0852,AG017,TT03,3730.0,2025-04-12,01:08:00,Success,App,18.65
T009337,C0540,AG039,TT01,1210.0,2025-12-01,16:41:00,Success,Agent,6.05
T009338,C0814,AG017,TT02,1100.0,2025-12-01,02:17:00,Success,App,5.5
T009339,C0338,AG054,TT04,7750.0,2025-05-01,03:03:00,Success,USSD,38.75
T009340,C0839,AG001,TT02,1120.0,2025-06-25,08:41:00,Success,App,11.2
T009341,C0546,AG093,TT01,1230.0,2025-03-04,04:53:00,Success,USSD,0.0
T009342,C0366,AG026,TT02,1550.0,2025-10-23,07:57:00,Success,App,0.0
T009343,C0043,AG002,TT01,490.0,2025-03-25,04:53:00,Success,App,0.0
T009344,C0524,AG045,TT01,2590.0,2025-01-15,17:56:00,Success,Agent,0.0
T009345,C0290,AG051,TT02,5850.0,2025-12-21,16:04:00,Success,USSD,0.0
T009346,C0366,AG099,TT03,660.0,2025-05-14,22:06:00,Failed,App,6.6
T009347,C0213,AG012,TT01,3050.0,2025-05-01,13:49:00,Success,App,30.5
T009348,C0741,AG010,TT03,2370.0,2025-11-15,15:01:00,Success,Agent,35.55
T009349,C0256,AG013,TT05,1820.0,2025-05-08,06:02:00,Success,App,9.1
T009350,C0486,AG039,TT05,1730.0,2025-10-15,08:00:00,Success,App,0.0
T009351,C0674,AG025,TT04,6590.0,2025-10-28,06:17:00,Success,App,0.0
T009352,C0814,AG037,TT02,8330.0,2025-06-29,21:06:00,Success,App,0.0
T009353,C0719,AG054,TT01,1170.0,2025-03-23,20:45:00,Success,Agent,0.0
T009354,C0798,AG056,TT04,6770.0,2025-01-13,12:53:00,Success,App,33.85
T009355,C0254,AG064,TT01,1860.0,2025-01-24,00:55:00,Success,Agent,18.6
T009356,C0201,AG070,TT01,540.0,2025-06-17,08:05:00,Success,App,5.4
T009357,C0274,AG064,TT03,2060.0,2025-09-27,17:33:00,Success,App,20.6
T009358,C0721,AG027,TT01,1630.0,2025-03-11,07:35:00,Success,USSD,0.0
T009359,C0468,AG078,TT04,3440.0,2025-11-14,20:42:00,Success,App,17.2
T009360,C0002,AG054,TT04,8110.0,2025-03-30,06:04:00,Success,App,40.55
T009361,C0567,AG027,TT04,3960.0,2025-07-08,05:40:00,Success,App,0.0
T009362,C0548,AG086,TT04,7710.0,2025-09-14,23:20:00,Success,App,38.55
T009363,C0368,AG100,TT01,3170.0,2025-08-05,06:49:00,Success,Agent,0.0
T009364,C0578,AG007,TT03,990.0,2025-02-01,07:22:00,Pending,Agent,4.95
T009365,C0122,AG045,TT02,1750.0,2025-05-21,04:59:00,Success,Agent,26.25
T009366,C0117,AG070,TT03,620.0,2025-06-10,22:34:00,Success,USSD,3.1
T009367,C0480,AG031,TT01,1910.0,2025-02-01,13:00:00,Success,USSD,9.55
T009368,C0941,AG081,TT03,800.0,2025-11-08,10:42:00,Success,Agent,0.0
T009369,C0025,AG071,TT05,1650.0,2025-06-01,07:58:00,Success,App,8.25
T009370,C0302,AG013,TT01,4640.0,2025-12-13,08:34:00,Failed,App,0.0
T009371,C0340,AG022,TT01,1760.0,2025-09-17,00:18:00,Success,Agent,17.6
T009372,C0571,AG015,TT01,1200.0,2025-08-04,09:53:00,Success,App,6.0
T009373,C0449,AG043,TT02,2070.0,2025-10-06,02:57:00,Failed,App,0.0
T009374,C0984,AG095,TT02,2950.0,2025-10-12,18:29:00,Success,Agent,0.0
T009375,C0088,AG075,TT04,1970.0,2025-04-08,14:41:00,Failed,App,9.85
T009376,C0928,AG085,TT02,390.0,2025-01-30,22:05:00,Success,App,0.0
T009377,C0590,AG001,TT02,4200.0,2025-03-31,14:41:00,Success,App,0.0
T009378,C0234,AG043,TT03,5650.0,2025-05-28,06:53:00,Success,Agent,0.0
T009379,C0010,AG087,TT02,2180.0,2025-05-24,13:30:00,Failed,Agent,10.9
T009380,C0693,AG063,TT02,590.0,2025-03-08,07:59:00,Success,App,2.95
T009381,C0734,AG029,TT04,8170.0,2025-12-23,20:43:00,Success,App,0.0
T009382,C0264,AG065,TT04,3940.0,2025-02-27,15:58:00,Success,Agent,59.1
T009383,C0576,AG092,TT01,3470.0,2025-10-08,22:13:00,Success,App,17.35
T009384,C0510,AG039,TT01,790.0,2025-10-06,11:15:00,Success,App,3.95
T009385,C0161,AG008,TT01,8750.0,2025-08-24,13:56:00,Success,App,87.5
T009386,C0722,AG052,TT02,760.0,2025-12-19,14:59:00,Success,App,3.8
T009387,C0350,AG035,TT02,1320.0,2025-05-08,20:28:00,Success,App,0.0
T009388,C0400,AG049,TT03,2690.0,2025-12-03,20:38:00,Success,App,26.9
T009389,C0724,AG023,TT04,570.0,2025-07-28,16:41:00,Success,App,5.7
T009390,C0867,AG082,TT01,3690.0,2025-07-05,21:39:00,Failed,USSD,18.45
T009391,C0163,AG052,TT03,1450.0,2025-06-18,12:18:00,Success,App,0.0
T009392,C0764,AG084,TT02,25140.0,2025-06-21,08:20:00,Success,App,0.0
T009393,C0585,AG008,TT03,2800.0,2025-09-17,21:32:00,Success,Agent,42.0
T009394,C0649,AG034,TT03,3110.0,2025-07-24,13:29:00,Success,App,15.55
T009395,C0991,AG083,TT05,160.0,2025-05-15,10:13:00,Success,USSD,1.6
T009396,C0376,AG081,TT01,7340.0,2025-02-15,18:30:00,Pending,Agent,0.0
T009397,C0363,AG056,TT01,8740.0,2025-01-09,04:25:00,Success,App,43.7
T009398,C0935,AG064,TT03,3450.0,2025-06-10,00:54:00,Success,USSD,17.25
T009399,C0096,AG091,TT02,5260.0,2025-10-16,05:17:00,Success,Agent,26.3
T009400,C0366,AG082,TT01,3500.0,2025-12-06,03:03:00,Success,App,17.5
T009401,C0782,AG001,TT01,3820.0,2025-11-17,09:35:00,Success,Agent,19.1
