customer_id,name,gender,age,city,registration_date
C0964,Customer 0964,Female,58,Chattogram,2025-08-05
C0965,Customer 0965,Female,24,Khulna,2024-04-01
C0966,Customer 0966,Female,58,Mymensingh,2024-09-21
C0967,Customer 0967,Female,30,Mymensingh,2024-08-07
C0968,Customer 0968,Female,35,Rajshahi,2025-03-17
C0969,Customer 0969,Male,54,Rajshahi,2025-02-04
C0970,Customer 0970,Male,30,Sylhet,2025-02-03
C0971,Customer 0971,Male,53,Barishal,2025-12-27
C0972,Customer 0972,Male,48,Sylhet,2025-07-29
C0973,Customer 0973,Female,19,Rangpur,2025-05-04
C0974,Customer 0974,Female,33,Chattogram,2025-04-29
C0975,Customer 0975,Male,26,Rangpur,2025-04-14
C0976,Customer 0976,Male,26,Gazipur,2025-07-27
C0977,Customer 0977,Female,55,Rangpur,2025-11-12
C0978,Customer 0978,Male,28,Dhaka,2025-03-20
C0979,Customer 0979,Female,39,Rangpur,2024-09-25
C0980,Customer 0980,Female,50,Sylhet,2024-09-23
C0981,Customer 0981,Female,53,Khulna,2024-02-23
C0982,Customer 0982,Male,40,Khulna,2025-06-11
C0983,Customer 0983,Male,51,Rajshahi,2025-06-03
C0984,Customer 0984,Female,26,Chattogram,2025-09-07
C0985,Customer 0985,Female,41,Chattogram,2024-02-28
C0986,Customer 0986,Male,25,Dhaka,2024-02-09
C0987,Customer 0987,Female,24,Sylhet,2024-08-24
C0988,Customer 0988,Male,53,Rajshahi,2025-01-20
C0989,Customer 0989,Female,35,Gazipur,2025-08-28
C0990,Customer 0990,Male,20,Chattogram,2025-12-16
C0991,Customer 0991,Female,45,Khulna,2025-10-11
C0992,Customer 0992,Male,23,Rangpur,2024-10-26
C0993,Customer 0993,Male,38,Rangpur,2025-01-29
C0994,Customer 0994,Male,45,Rajshahi,2024-07-25
C0995,Customer 0995,Male,57,Sylhet,2024-12-01
C0996,Customer 0996,Female,18,Sylhet,2025-08-15
C0997,Customer 0997,Female,53,Barishal,2025-12-30
C0998,Customer 0998,Male,38,Cumilla,2025-05-28
C0999,Customer 0999,Male,60,Chattogram,2024-06-26
C1000,Customer 1000,Female,52,Sylhet,2025-01-30
